zip_code,population_2021,,,,
95004,"4,280",,,,
95627,"4,214",,,,
92121,"4,213",,,,
94129,"4,199",,,,
95917,"4,162",,,,
96055,"4,149",,,,
95365,"4,146",,,,
95258,"4,108",,,,
95237,"4,099",,,,
93675,"4,062",,,,
92179,"4,061",,,,
95045,"4,032",,,,
96122,"4,030",,,,
95938,"4,030",,,,
95383,"4,022",,,,
95634,"4,001",,,,
90704,"3,940",,,,
95379,"3,924",,,,
95321,"3,922",,,,
93523,"3,876",,,,
96041,"3,873",,,,
93660,"3,826",,,,
94508,"3,680",,,,
94535,"3,663",,,,
90058,"3,659",,,,
93437,"3,638",,,,
94018,"3,636",,,,
95053,"3,627",,,,
93953,"3,619",,,,
95247,"3,594",,,,
95328,"3,585",,,,
95461,"3,551",,,,
90089,"3,498",,,,
96143,"3,480",,,,
94525,"3,434",,,,
94599,"3,421",,,,
95633,"3,408",,,,
95562,"3,395",,,,
94951,"3,393",,,,
96035,"3,320",,,,
92278,"3,318",,,,
93265,"3,308",,,,
92661,"3,279",,,,
92140,"3,249",,,,
95423,"3,244",,,,
94038,"3,227",,,,
96114,"3,200",,,,
95458,"3,196",,,,
94130,"3,185",,,,
95457,"3,178",,,,
92256,"3,159",,,,
95546,"3,121",,,,
95536,"3,120",,,,
96137,"3,101",,,,
93602,"3,089",,,,
95982,"3,070",,,,
92145,"3,044",,,,
95485,"3,042",,,,
95333,"3,031",,,,
91330,"3,017",,,,
93409,"2,989",,,,
92036,"2,981",,,,
93242,"2,974",,,,
92549,"2,896",,,,
94037,"2,879",,,,
93643,"2,836",,,,
95684,"2,820",,,,
92004,"2,779",,,,
95663,"2,771",,,,
95428,"2,761",,,,
93532,"2,745",,,,
93066,"2,741",,,,
90021,"2,724",,,,
94964,"2,700",,,,
92285,"2,699",,,,
96145,"2,671",,,,
95223,"2,650",,,,
93650,"2,646",,,,
93430,"2,624",,,,
96032,"2,618",,,,
95464,"2,587",,,,
93921,"2,564",,,,
93516,"2,548",,,,
92281,"2,548",,,,
96020,"2,542",,,,
95442,"2,521",,,,
95570,"2,515",,,,
91962,"2,507",,,,
95542,"2,506",,,,
95951,"2,498",,,,
95329,"2,497",,,,
92365,"2,485",,,,
90067,"2,483",,,,
92662,"2,471",,,,
93453,"2,449",,,,
95245,"2,422",,,,
93271,"2,401",,,,
92536,"2,401",,,,
93616,"2,379",,,,
92230,"2,357",,,,
93205,"2,342",,,,
95002,"2,325",,,,
95460,"2,311",,,,
95211,"2,304",,,,
95669,"2,296",,,,
94514,"2,283",,,,
93626,"2,255",,,,
96113,"2,245",,,,
93283,"2,228",,,,
95113,"2,216",,,,
95638,"2,196",,,,
96025,"2,192",,,,
94020,"2,186",,,,
95567,"2,178",,,,
96134,"2,144",,,,
96052,"2,141",,,,
95445,"2,134",,,,
95690,"2,124",,,,
94511,"2,119",,,,
96027,"2,118",,,,
90639,"2,103",,,,
93285,"2,087",,,,
92401,"2,085",,,,
95454,"2,076",,,,
93944,"2,017",,,,
93667,"2,005",,,,
93249,"2,002",,,,
92391,"1,996",,,,
95703,"1,993",,,,
95311,"1,991",,,,
92676,"1,988",,,,
93222,"1,968",,,,
91916,"1,966",,,,
94957,"1,949",,,,
92386,"1,943",,,,
95372,"1,937",,,,
92283,"1,918",,,,
90263,"1,913",,,,
93261,"1,906",,,,
95942,"1,892",,,,
93266,"1,889",,,,
93040,"1,829",,,,
93651,"1,802",,,,
95441,"1,802",,,,
95551,"1,794",,,,
92273,"1,781",,,,
93562,"1,757",,,,
95255,"1,748",,,,
95421,"1,743",,,,
95903,"1,730",,,,
93527,"1,705",,,,
95374,"1,702",,,,
93920,"1,701",,,,
92061,"1,694",,,,
93206,"1,665",,,,
95977,"1,662",,,,
95975,"1,661",,,,
95524,"1,660",,,,
95319,"1,658",,,,
93252,"1,646",,,,
92561,"1,646",,,,
96028,"1,641",,,,
95560,"1,640",,,,
93513,"1,636",,,,
93545,"1,629",,,,
91905,"1,616",,,,
95612,"1,606",,,,
95918,"1,598",,,,
93426,"1,591",,,,
95528,"1,548",,,,
95689,"1,520",,,,
93925,"1,513",,,,
93544,"1,511",,,,
96103,"1,506",,,,
96118,"1,494",,,,
95323,"1,489",,,,
95469,"1,469",,,,
95947,"1,464",,,,
95449,"1,460",,,,
93601,"1,455",,,,
92059,"1,445",,,,
93461,"1,442",,,,
95310,"1,431",,,,
95641,"1,431",,,,
92398,"1,424",,,,
95589,"1,419",,,,
95389,"1,380",,,,
95415,"1,380",,,,
95525,"1,379",,,,
93653,"1,370",,,,
95426,"1,362",,,,
95039,"1,360",,,,
95452,"1,360",,,,
95955,"1,356",,,,
93440,"1,354",,,,
94973,"1,344",,,,
95573,"1,342",,,,
92091,"1,331",,,,
96140,"1,323",,,,
95465,"1,316",,,,
95468,"1,312",,,,
92086,"1,306",,,,
95246,"1,305",,,,
94060,"1,293",,,,
96023,"1,288",,,,
94923,"1,283",,,,
93201,"1,283",,,,
92282,"1,274",,,,
93239,"1,273",,,,
95681,"1,269",,,,
95968,"1,265",,,,
92242,"1,256",,,,
95313,"1,250",,,,
96056,"1,247",,,,
93246,"1,246",,,,
93740,"1,237",,,,
96048,"1,235",,,,
95645,"1,233",,,,
94924,"1,232",,,,
95549,"1,226",,,,
95636,"1,205",,,,
96008,"1,188",,,,
94933,"1,185",,,,
93608,"1,180",,,,
95547,"1,179",,,,
96109,"1,179",,,,
96051,"1,177",,,,
94956,"1,174",,,,
95919,"1,168",,,,
96146,"1,165",,,,
93258,"1,158",,,,
94575,"1,156",,,,
95686,"1,155",,,,
92339,"1,146",,,,
93606,"1,138",,,,
93668,"1,126",,,,
95346,"1,126",,,,
95937,"1,125",,,,
95387,"1,122",,,,
96044,"1,113",,,,
96069,"1,112",,,,
95916,"1,112",,,,
95462,"1,111",,,,
94937,"1,109",,,,
95962,"1,107",,,,
92518,"1,103",,,,
94592,"1,096",,,,
95548,"1,079",,,,
95497,"1,078",,,,
93424,"1,075",,,,
95615,"1,062",,,,
96120,"1,061",,,,
93441,"1,059",,,,
93553,"1,056",,,,
96057,"1,052",,,,
92328,"1,049",,,,
95701,"1,049",,,,
92275,"1,043",,,,
95466,"1,042",,,,
93432,"1,039",,,,
92257,"1,018",,,,
92368,"1,017",,,,
93624,"1,016",,,,
92321,"1,010",,,,
96062,"1,006",,,,
95225,"1,001",,,,
95017,992,,,,
95664,986,,,,
93254,986,,,,
95410,981,,,,
95538,975,,,,
95317,963,,,,
95652,961,,,,
96024,952,,,,
91125,925,,,,
96039,923,,,,
95556,921,,,,
93243,920,,,,
93518,918,,,,
95674,906,,,,
93928,904,,,,
95227,901,,,,
96104,885,,,,
93043,884,,,,
93255,883,,,,
90073,881,,,,
92070,869,,,,
95303,860,,,,
92322,847,,,,
95306,844,,,,
94586,844,,,,
92358,843,,,,
95459,836,,,,
95957,831,,,,
95563,830,,,,
96047,824,,,,
96142,818,,,,
95659,809,,,,
95471,809,,,,
93238,808,,,,
96096,808,,,,
95369,798,,,,
93450,798,,,,
95041,796,,,,
91934,796,,,,
93526,790,,,,
94567,787,,,,
96087,784,,,,
95456,780,,,,
91008,774,,,,
95254,769,,,,
91917,769,,,,
91931,765,,,,
95553,762,,,,
92327,756,,,,
92347,754,,,,
93666,741,,,,
92317,739,,,,
94613,737,,,,
95635,734,,,,
93218,726,,,,
96107,714,,,,
96148,706,,,,
96091,705,,,,
95427,700,,,,
95629,697,,,,
96038,687,,,,
95565,669,,,,
92350,665,,,,
95345,664,,,,
95385,660,,,,
94946,657,,,,
94528,655,,,,
96084,650,,,,
95960,647,,,,
96058,644,,,,
92135,641,,,,
95043,641,,,,
92678,638,,,,
95943,637,,,,
96006,634,,,,
95537,632,,,,
92258,627,,,,
95922,620,,,,
95230,619,,,,
96141,600,,,,
95432,599,,,,
96128,595,,,,
94970,594,,,,
92309,593,,,,
93517,592,,,,
95075,589,,,,
95830,585,,,,
95526,566,,,,
95444,559,,,,
95939,552,,,,
93673,551,,,,
95668,548,,,,
95930,546,,,,
95543,536,,,,
95651,535,,,,
95950,531,,,,
95914,518,,,,
95253,513,,,,
94938,511,,,,
93452,510,,,,
95439,510,,,,
96129,508,,,,
95251,507,,,,
94922,504,,,,
94104,504,,,,
92268,503,,,,
91963,501,,,,
95564,495,,,,
93645,494,,,,
96106,494,,,,
95970,490,,,,
90743,487,,,,
96090,483,,,,
95653,478,,,,
93932,477,,,,
95527,474,,,,
95585,473,,,,
93224,470,,,,
90742,470,,,,
94548,470,,,,
96124,468,,,,
92333,462,,,,
93407,457,,,,
95552,453,,,,
95675,451,,,,
92378,446,,,,
93954,446,,,,
95007,441,,,,
92305,439,,,,
95257,429,,,,
95956,429,,,,
96050,426,,,,
93652,420,,,,
96033,420,,,,
95318,410,,,,
95714,405,,,,
96059,394,,,,
94929,394,,,,
92060,392,,,,
95221,389,,,,
95983,381,,,,
96015,374,,,,
93627,373,,,,
93531,371,,,,
96034,369,,,,
94940,368,,,,
91759,367,,,,
96133,363,,,,
95979,362,,,,
92066,358,,,,
96016,357,,,,
94971,356,,,,
95728,355,,,,
93541,353,,,,
96105,352,,,,
95555,350,,,,
95935,344,,,,
93604,343,,,,
95412,341,,,,
95554,340,,,,
92155,340,,,,
92341,339,,,,
96075,336,,,,
96092,334,,,,
96065,332,,,,
95435,331,,,,
93664,321,,,,
94963,317,,,,
92134,316,,,,
93067,316,,,,
93669,312,,,,
95601,310,,,,
96121,308,,,,
92239,301,,,,
96126,301,,,,
95417,299,,,,
95941,290,,,,
93512,284,,,,
93251,281,,,,
96009,281,,,,
95837,279,,,,
95545,277,,,,
93628,274,,,,
93603,268,,,,
95558,266,,,,
93207,264,,,,
93670,263,,,,
93529,263,,,,
94021,263,,,,
95925,258,,,,
93549,258,,,,
95233,250,,,,
93665,247,,,,
93563,247,,,,
94569,247,,,,
91210,244,,,,
95697,243,,,,
95639,243,,,,
95312,241,,,,
96054,237,,,,
95646,232,,,,
96086,230,,,,
95595,226,,,,
96117,226,,,,
95420,225,,,,
92259,221,,,,
94516,218,,,,
95913,218,,,,
95698,213,,,,
95419,213,,,,
92147,212,,,,
95450,212,,,,
96063,210,,,,
96112,210,,,,
92389,209,,,,
93962,203,,,,
95606,202,,,,
95607,201,,,,
93237,200,,,,
95920,198,,,,
96011,196,,,,
95568,195,,,,
91046,194,,,,
96076,191,,,,
93641,188,,,,
95488,185,,,,
92266,183,,,,
95569,181,,,,
97635,177,,,,
96029,177,,,,
92385,176,,,,
95910,174,,,,
92332,174,,,,
95984,170,,,,
95679,169,,,,
96068,165,,,,
95676,164,,,,
93260,158,,,,
95717,155,,,,
96017,152,,,,
95625,152,,,,
95550,151,,,,
95224,148,,,,
96125,146,,,,
95232,145,,,,
93276,144,,,,
94972,142,,,,
95637,142,,,,
95972,141,,,,
96108,141,,,,
94074,140,,,,
96074,137,,,,
91948,137,,,,
96046,135,,,,
93227,131,,,,
95443,129,,,,
93605,126,,,,
95429,122,,,,
93042,121,,,,
95140,118,,,,
95305,118,,,,
90822,117,,,,
95571,116,,,,
96014,114,,,,
95978,114,,,,
95936,113,,,,
95494,113,,,,
96135,113,,,,
93524,108,,,,
96115,107,,,,
93208,106,,,,
95720,106,,,,
95613,105,,,,
96010,104,,,,
96037,103,,,,
95511,102,,,,
93244,102,,,,
95934,102,,,,
95986,99,,,,
95335,97,,,,
95736,96,,,,
93287,93,,,,
93528,90,,,,
95463,86,,,,
96040,86,,,,
94573,85,,,,
95493,79,,,,
93554,78,,,,
94576,78,,,,
95974,77,,,,
95715,76,,,,
95431,75,,,,
95514,74,,,,
93522,74,,,,
95587,72,,,,
95981,67,,,,
95375,65,,,,
96123,65,,,,
95944,64,,,,
93741,63,,,,
95325,60,,,,
96136,58,,,,
95923,56,,,,
93429,55,,,,
96031,51,,,,
93226,51,,,,
95735,50,,,,
95486,49,,,,
95248,38,,,,
90747,35,,,,
95604,35,,,,
93220,33,,,,
96110,33,,,,
93408,32,,,,
93621,31,,,,
96116,31,,,,
93530,31,,,,
92222,31,,,,
95480,31,,,,
93262,29,,,,
90071,28,,,,
92384,27,,,,
95013,27,,,,
96085,25,,,,
96132,25,,,,
96111,22,,,,
96119,22,,,,
93634,22,,,,
92267,22,,,,
96071,20,,,,
93558,17,,,,
91608,16,,,,
95430,15,,,,
95699,13,,,,
92364,12,,,,
93623,9,,,,
94950,7,,,,
